type_of_room,account_number,capacity_of_persons,ability_to_publish_information,district,community,city,street,building_number,latitude,longitude
Найпростіше укриття,,59,так,Львівський,Львівська,Львів,Одеська,27,49.84068705,24.007692619214104
Найпростіше укриття,,89,так,Львівський,Львівська,Львів,Ярослава Мудрого,9А,49.840574149999995,24.010168016451935
Найпростіше укриття,,80,так,Львівський,Львівська,Львів,Романицького,14,49.83168785,24.014983525884958
Найпростіше укриття,,800,так,Львівський,Львівська,Львів,Тараса Шевченка,60,49.84768085,24.00763955580564
Найпростіше укриття,,15,так,Львівський,Львівська,Львів,Гнатюка,4,49.8414794,24.02647521143804
Найпростіше укриття,,50,так,Львівський,Львівська,Львів,Городоцька,173,49.8346068,23.9967022273242
Найпростіше укриття,,115,так,Львівський,Львівська,Львів,Героїв Майдану,6,49.8303832,24.018118278078923
Найпростіше укриття,,153,так,Львівський,Львівська,Львів,Ярослава Мудрого,9,49.8411177,24.010739909747386
Найпростіше укриття,,310,так,Львівський,Львівська,Львів,Природна,3,49.82775245,24.006710130515074
Найпростіше укриття,,80,так,Львівський,Львівська,Львів,Романицького,16А,49.8316947,24.01464095
Найпростіше укриття,,230,так,Львівський,Львівська,Львів,Тараса Шевченка,80,49.8471391,24.004597373967993
Найпростіше укриття,,60,так,Львівський,Львівська,Львів,Ярослава Мудрого,3,49.8405299,24.011185799578527
Найпростіше укриття,,37,так,Львівський,Львівська,Львів,Городоцька,131,49.836879499999995,24.003719260936677
Найпростіше укриття,,230,так,Львівський,Львівська,Львів,Щепова,5А,49.8684098,24.011535397922785
Найпростіше укриття,,97,так,Львівський,Львівська,Львів,Ярослава Мудрого,29,49.84360355,24.01037445
Найпростіше укриття,,30,так,Львівський,Львівська,Львів,Похила,2,49.82776235,24.01868357504211
Найпростіше укриття,,230,так,Львівський,Львівська,Львів,Михайла Яцкова,13,49.8481166,24.00385111801276
Найпростіше укриття,,44,так,Львівський,Львівська,Львів,Городоцька,165,49.83546095,23.998003177942298
Найпростіше укриття,,157,так,Львівський,Львівська,Львів,Ярослава Мудрого,27,49.8434879,24.010297702000184
Найпростіше укриття,,40,так,Львівський,Львівська,Львів,Остроградських,2,49.8271356,24.01485028499245
Найпростіше укриття,,52,так,Львівський,Львівська,Львів,Одеська,35,49.8409579,24.007523810480755
Найпростіше укриття,,140,так,Львівський,Львівська,Львів,Михайла Яцкова,20Б,49.8487639,24.00663170155604
Найпростіше укриття,,115,так,Львівський,Львівська,Львів,Городоцька,167,49.8347987,23.99782299672826
Найпростіше укриття,,100,так,Львівський,Львівська,Львів,Нечуя-Левицького,7,49.8325137,24.016865917714128
